SHENO,GN,fieldcount,Land_ID,Land_Type,Land_Size,Land_Tenancy,Land_TenureLength,Land_Type1,Land_Type2,Land_Type3,Land_Seasonality,Land_IrrigSource1,Land_IrrigSource2,Land_IrrigSource3,Land_IrrigSource4,Land_IrrigSource5,Land_MainTankIrrig,Land_StorageTankIrrig,Land_SluiceName1,Land_SluiceName2,Land_FieldCanalLocation,Land_DCanalName,Land_FCanalNumber,Land_PrepWaterDaysMaha,Land_PrepWaterDaysYala,Land_PrepWaterSatisMaha,Land_PrepWaterSatisYala,Land_GrowingWaterIntervalMaha,Land_GrowingWaterHoursMaha,Land_GrowingWaterIntervalYala,Land_GrowingWaterHoursYala,Land_GrowingWaterSatisMaha,Land_GrowingWaterSatisYala,Land_LatterWaterIntervalMaha,Land_LatterWaterHoursMaha,Land_LatterWaterIntervalYala,Land_LatterWaterHoursYala,Land_LatterWaterSatisMaha,Land_LatterWaterSatisYala,Land_CultivationFrequency,Land_WhyNoCult1,Land_WhyNoCult2,Land_WhyNoCult3,Land_WhyNoCult4,Land_WhyNoCult5,Land_LowYieldDrought,Land_LowYieldOther,filter_$
520,23,2,1,1,1.5,1,35,1, , ,1,4, , , , ,3,71,2, ,1,RB17,99,7,7,3,3,7,6,7,6,3,3,7,3,7,6,3,3,10, , , , , ,0,0,0
520,23,2,2,3,.25,1,35,2,3, ,4,4, , , , ,3,71,2, ,4,99,99,99, ,4, ,99,99, , ,4, ,99,99, , ,4, ,10, , , , , ,0,0,0
529,23,1,1,1,1.5,1,40,1, , ,1,4, , , , ,3,71,2, ,3,RB14,99,5,5,3,3,7,3,7,5,3,3,7,4,7,3,3,3,10, , , , , ,0,3,0
536,23,1,1,1,1.5,2,34,1, , ,1,4, , , , ,3,71,2, ,2,99,99,14,14,3,3,7,10,7,10,3,3,7,8,7,8,3,3,10, , , , , ,0,0,0
551,23,2,1,1,1,2,26,1, , ,1,4, , , , ,3,71,2, ,1,99,99,14,14,3,3,3,8,3,8,3,3,10,5,10,10,3,3,10, , , , , ,3,4,0
551,23,2,2,1,.5,2,26,1, , ,1,4, , , , ,3,71,2, ,1,99,99,14,14,3,3,3,8,3,8,3,3,10,5,10,10,3,3,10, , , , , ,2,3,0
553,23,3,1,1,1,2,30,1, , ,1,4, , , , ,3,71,2, ,1,99,99,14,14,3,3,7,5,4,8,3,3,7,4,7,8,3,3,10, , , , , ,0,3,0
553,23,3,2,1,.5,3,4,1, , ,1,4, , , , ,3,71,2, ,1,99,99,14,14,3,3,7,5,4,8,3,3,7,4,7,8,3,3,8,6, , , , ,0,1,0
553,23,3,3,1,1,2,4,1, , ,1,4, , , , ,3,71,2, ,1,99,99,14,14,3,3,7,5,4,8,3,3,7,4,7,8,3,3,4,1, , , , ,0,0,0
580,23,2,1,1,1.5,2,25,1, , ,1,4, , , , ,3,71,2, ,2,99,99,14,14,3,3,7,15,4,2,3,3,9,2,6,2,3,3,10, , , , , ,0,3,0
580,23,2,2,1,4,3,0,1, , ,1,4, , , , ,3,71,2, ,2,99,99,14,14,3,3,7,15,4,2,3,3,9,2,6,2,3,3,1,6, , , , ,0,0,0
610,24,2,1,1,1.5,3,17,1, , ,1,5, , , , , ,76,7, ,3, , ,14,14,3,3,7,10,7,12,2,2,7,10,7,10,2,1,10, , , , , ,2,3,0
610,24,2,2,2,1,1,17,2, , ,1,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,10, , , , , ,2,1,0
614,24,2,1,1,1.5,1,10,1, , ,1,5, , , , , ,76,7, ,3, , ,30,30,3,3,7,3,7,3,3,3,7,3,7,5,3,3,10, , , , , ,1,6,0
614,24,2,2,2,2,5,10,2, , ,1,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,10, , , , , ,4,4,0
631,24,1,1,1,2,2,10,1,2, ,1,5, , , , , ,76,7, ,2, , ,21,21,2,2,3,6,3,6,2,2,7,2,7,2,2,2,10, , , , , ,2,1,0
632,24,2,1,1,1.5,1,18,1, , ,1,5, , , , , ,76,7, ,2, , ,30,30,3,3,7,6,7,10,2,2,7,6,7,10,2,2,10, , , , , ,3,0,0
632,24,2,2,2,2,1,18,2, , ,1,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,10, , , , , ,4,0,0
647,24,1,1,3,2,1,5,1,2, ,1,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1, , , , ,1,0,0
648,24,2,1,2,1.5,3,4,1, , ,2,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,6, , , , ,0,1,0
648,24,2,2,2,2,1,2,2, , ,1,7,8, , , , , , , , , , , , , , , , , , , , , , , , , , ,5,6, , , , ,0,1,1
650,24,1,1,3,2,1,30,1,2, ,1,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1, , , , ,0,0,0
703,25,3,1,1,1.5,2,15,1, , ,1,3, , , , ,6,81,2, ,3,99,FC10,10,10,3,3,4,2,4,2,3,3,7,2,7,2,3,3,10, , , , , ,0,2,0
703,25,3,2,2,1,3,3,3, , ,6,3, , , , ,6,81,2, ,2,99,FC10,10,10,3,3,10,2,10,2,3,3,10,2,10,2,3,3,6,6, , , , ,0,0,0
703,25,3,3,2,1,3,3,3, , ,6,3, , , , ,6,81,2, ,3,99,FC10,10,10,3,3,10,2,10,4,3,3,10,4,10,4,3,3,6,6, , , , ,0,0,0
707,25,2,1,1,1.5,2,30,1, , ,1,3, , , , ,6,81,1, ,2,99,FC 11,13,13,2,2,6,18,6,18,2,2,6,18,6,18,2,2,10, , , , , ,2,0,0
707,25,2,2,1,.5,2,30,2, , ,1,3, , , , ,6,81,1, ,2,99,FC 11,99,99,3,3,6,2,6,2,3,3,6,2,6,2,3,3,10, , , , , ,2,0,0
726,25,2,1,1,3,2,24,1,3, ,1,3, , , , ,6,81,2, ,2,99,F.C3,21,14,3,3,3,24,7,24,3,2,3,24,7,24,3,2,10, , , , , ,2,0,0
726,25,2,2,3,.5,2,24,3, , ,6,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,10, , , , , ,2,0,0
813,13,1,1,1,1.5,1,10,1, , ,2,5,8, , , , ,31,5, ,2, , ,3, ,3, ,3,12, , ,3, ,3,12, , ,3, ,6,1, , , , ,4,2,0
822,13,1,1,2,1.5,2,12,1, , ,1,5, , , , , ,31,2, ,2, , ,4,4,3,3,3,24,3,24,3,3,3,24,3,24,3,3,6,1, , , , ,3,3,0
890,14,1,1,1,1.5,1,20,1, , ,2,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1, , , , ,1,2,0
920,7,3,1,1,.75,1,59,1, , ,2,4, , , , ,5,11,7,13,3,D13,99,7, ,3, ,7,4, , ,3, ,7,4, , ,3, ,4,1, , , , ,2,1,0
920,7,3,2,1,.75,1,59,1, , ,2,4, , , , ,5,11,7,13,3,D13,99,7, ,3, ,7,4, , ,3, ,7,4, , ,3, ,4,1, , , , ,2,1,0
920,7,3,3,1,.5,7,59,1, , ,5,4, , , , ,5,11,7,13,3,D13,99, ,5, ,2, , ,7,2, ,2, , ,7,2, ,2,4,1, , , , ,2,1,0
923,7,3,1,1,1,1,10,1, , ,2,4, , , , ,5,11,7,14,2,D13,99,7, ,3, ,7,4, , ,3, ,7,5, , ,3, ,4,1,6, , , ,1,1,0
923,7,3,2,1,.5,1,25,1, , ,2,4, , , , ,5,11,7,13,2,D13,99,7, ,3, ,7,4, , ,3, ,7,5, , ,3, ,4,1,6, , , ,1,1,0
923,7,3,3,1,.25,7,25,1, , ,5,4, , , , ,5,11,7,13,2,D13,99, ,5, ,2, , ,7,3, ,2, , ,7,3, ,2,4,1,6, , , ,1,1,0
924,7,2,1,1,1.5,1,5,1, , ,2,5, , , , , ,13,7,14,1, , ,7, ,3, ,7,3, , ,3, ,5,3, , ,3, ,6,1,6, , , ,1,2,0
924,7,2,2,1,.25,7,5,1, , ,5,4, , , , ,5,11,7,14,1,D13,99, ,5, ,2, , ,7,2, ,2, , ,5,2, ,2,6,1,6, , , ,1,2,0
931,7,3,1,1,1.25,1,8,1, , ,2,4, , , , ,5,14,7,14,2,D13,99,99, ,4, ,4,4, , ,4, ,7,4, , ,3, ,4,1,6, , , ,2,1,0
931,7,3,2,1,1,1,5,1, , ,2,4, , , , ,5,11,7,14,2,D13,99,7, ,3, ,7,5, , ,3, ,7,4, , ,3, ,4,1,6, , , ,2,1,0
931,7,3,3,1,.5,1,5,1, , ,2,4, , , , ,5,11,7,14,2,D13,99,7, ,3, ,7,5, , ,3, ,7,4, , ,3, ,4,1,6, , , ,2,1,0
951,8,3,1,1,1.5,1,27,1, , ,1,4, , , , ,5,11,5, ,1, ,99,7,2,3,2,10,9,10,9,3,2,10,9,10,9,3,2,5,1,6, , , ,4,1,0
951,8,3,2,2,1,1,27,2,3, ,1,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1, , , , ,1,1,0
951,8,3,3,1,.25,7,27,1, , ,5,4, , , , ,5,11,5, ,1, ,99, ,3, ,1, , ,5,3, ,2, , ,10,9, ,2,5,1,6, , , ,1,1,0
969,8,2,1,1,1.5,3,3,1, , ,2,5, , , , , ,21,6, ,1, , ,7, ,2, ,7,3, , ,2, ,7,3, , ,2, ,3,1, , , , ,1,1,0
969,8,2,2,2,2,1,30,2, , ,1,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,8,1, , , , ,1,0,0
984,8,3,1,1,1.5,1,40,1, , ,2,5, , , , , ,23,1, ,1, , ,6, ,3, ,10,5, , ,3, ,10,5, , ,3, ,5,1,2, , , ,2,1,0
984,8,3,2,2,1,1,40,2, , ,1,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,1, , , , ,1,1,0
984,8,3,3,1,.5,7,40,1, , ,5,5, , , , , ,23,1, ,1, , , ,3, ,2, , ,7,2, ,2, , ,7,2, ,2,5,1,2, , , ,1,1,0
113,16,4,1,1,.5,1,30,1, , ,2,5, , , , , ,46,4, ,1, , ,25, ,3, ,7,10, , ,3, ,15,10, , ,3, ,4,1, , , , ,1,1,0
113,16,4,2,1,.75,3,20,1, , ,2,5, , , , , ,47,5, ,2, , ,25, ,3, ,7,10, , ,3, ,15,10, , ,3, ,4,1, , , , ,1,1,0
113,16,4,3,1,.5,3,5,1, , ,2,5, , , , , ,46,5, ,2, , ,20, ,3, ,7,10, , ,3, ,15,10, , ,3, ,4,1, , , , ,1,0,0
113,16,4,4,2,2,1,15,2, , ,2,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1, , , , ,1,1,0
252,15,1,1,2,1.75,6,30,1, , ,2,6,8,7, , , ,41,4, ,3, , ,5, ,3, ,6,24, , ,1, ,3,24, , ,3, ,4,1, , , , ,1,0,0
318,36,4,1,1,.25,1,24,1, , ,2,5, , , , , ,97,5, ,2, , ,1, ,3, ,7,1, , ,3, ,7,1, , ,3, ,5,1, , , , ,1,1,0
318,36,4,2,1,1,3,10,1, , ,2,5, , , , , ,97,4, ,2, , ,8, ,3, ,5,12, , ,3, ,5,12, , ,3, ,3,1, , , , ,1,0,0
318,36,4,3,1,.5,1,6,1, , ,2,5, , , , , ,97,4, ,2, , ,8, ,3, ,5,4, , ,3, ,5,4, , ,3, ,3,1, , , , ,1,1,0
318,36,4,4,1,1,1,8,2, , ,2,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,1, , , , ,1,1,0
364,36,4,1,1,.5,2,2,1, , ,2,5, , , , , ,92,6, ,2, , ,99, ,3, ,7,2, , ,3, ,10,2, , ,3, ,4,1, , , , ,0,1,0
364,36,4,2,1,1,2,30,1, , ,2,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1, , , , ,0,0,0
364,36,4,3,4,1.5,5,3,2, , ,2,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,1, , , , ,1,0,0
364,36,4,4,1,.25,1,3,1, , ,2,5, , , , , ,92,6, ,2, , ,99, ,3, ,6,5, , ,3, ,8,2, , ,3, ,4,1, , , , ,0,0,0
611,24,2,1,1,1.75,3,1,1, , ,1,5, , , , , ,76,7, ,2, , ,30,30,3,3,7,4,7,4,3,3,7,4,7,4,3,3,2,6, , , , ,0,1,0
611,24,2,2,2,2,1,25,2, , ,2,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1, , , , ,1,0,0
827,13,2,1,2,1.25,3,4,1, , ,1,5, , , , , ,31,1, ,2, , ,3,3,3,3,7,8,7,8,3,3,7,8,7,8,3,3,6,1, , , , ,1,0,0
827,13,2,2,2,.5,2,3,1, , ,1,5, , , , , ,31,1, ,2, , ,3,3,3,3,7,2,7,2,3,3,7,2,7,2,3,3,6,1, , , , ,1,0,0
108,16,3,1,1,.5,3,15,1, , ,1,5, , , , , ,46,5, ,2, , ,20,25,3,3,10,3,10,3,3,3,10,3,10,3,3,3,6,1, , , , ,6,0,0
108,16,3,2,1,1.5,3,15,1, , ,1,5, , , , , ,47,5, ,1, , ,20,25,3,3,7,8,10,48,3,3,7,8,7,5,3,3,6,1, , , , ,1,0,0
108,16,3,3,2,3,1,25,2, , ,2,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1, , , , ,3,0,0
119,16,4,1,1,.5,3,5,1, , ,2,5, , , , , ,46,5, ,1, , ,99, ,4, ,6,6, , ,3, ,7,6, , ,3, ,4,1, , , , ,4,0,0
119,16,4,2,1,1,3,6,1, , ,2,5, , , , , ,46,5, ,2, , ,99, ,4, ,6,9, , ,3, ,7,9, , ,3, ,4,1, , , , ,4,0,0
119,16,4,3,1,.5,3,3,1, , ,2,5, , , , , ,46,5, ,3, , ,99, ,4, ,6,9, , ,3, ,7,6, , ,3, ,3,1, , , , ,0,0,0
119,16,4,4,2,2.5,1,10,2, , ,2,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1, , , , ,0,0,0
126,16,3,1,1,1.25,5,5,1, , ,2,5, , , , , ,53,5, ,1, , ,2, ,3, ,4,8, , ,3, ,4,8, , ,3, ,4,1, , , , ,1,1,0
126,16,3,2,1,.75,5,6,1, , ,1,5, , , , , ,46,5, ,3, , ,4,5,3,3,4,6,5,6,3,2,4,8,5,6,3,2,5,1, , , , ,1,1,0
126,16,3,3,4,1.5,5,3,2, , ,2,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1, , , , ,2,1,0
130,16,5,1,1,.5,8,3,1, , ,1,5, , , , , ,46,4, ,2, , ,1,2,3,3,7,6,3,5,3,3,7,5,7,8,3,3,3,1, , , , ,0,0,0
130,16,5,2,1,.25,8,3,1, , ,1,5, , , , , ,46,4, ,2, , ,1,2,3,3,7,6,3,5,3,3,7,5,7,8,3,3,3,1, , , , ,0,0,0
130,16,5,3,1,.25,8,5,1, , ,2,5, , , , , ,46,4, ,1, , ,3, ,3, ,7,6, , ,3, ,7,5, , ,3, ,3,6, , , , ,0,0,0
130,16,5,4,2,1,1,3,1, , ,2,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,6, , , , ,0,1,0
130,16,5,5,2,.5,1,20,2, , ,2,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,6, , , , ,0,1,0
132,16,4,1,1,1,1,25,1, , ,1,5, , , , , ,52,5, ,2, , ,2,3,3,3,3,5,5,7,3,3,3,5,5,7,3,3,6,1, , , , ,2,2,0
132,16,4,2,1,.75,1,25,1, , ,2,5, , , , , ,46,5, ,3, , ,99, ,3, ,7,5, , ,3, ,7,5, , ,3, ,4,1, , , , ,1,1,0
132,16,4,3,1,.25,1,25,1, , ,2,5, , , , , ,46,5, ,3, , ,1, ,3, ,7,5, , ,3, ,7,5, , ,3, ,4,1, , , , ,2,2,0
132,16,4,4,2,2,1,19,2, , ,2,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,1, , , , ,1,1,0
135,16,2,1,1,1.5,1,3,1, , ,2,5, , , , , ,51,5, ,1, , ,3, ,3, ,5,5, , ,3, ,3,7, , ,3, ,3,1, , , , ,3,0,0
135,16,2,2,1,.5,1,30,1, , ,2,5, , , , , ,49,5, ,2, , ,1, ,3, ,7,4, , ,3, ,7,7, , ,3, ,4,1, , , , ,0,0,0
138,16,2,1,1,.5,1,15,1, , ,2,5, , , , , ,46,4, ,3, , ,2, ,3, ,10,5, , ,3, ,10,7, , ,3, ,4,1, , , , ,0,1,0
138,16,2,2,1,1.5,3,3,1, , ,2,5, , , , , ,46,4, ,2, , ,2, ,3, ,10,8, , ,3, ,10,8, , ,3, ,4,1, , , , ,0,0,0
144,16,4,1,1,1,1,30,1, , ,2,5, , , , , ,47,5, ,3, , ,7, ,3, ,5,4, , ,3, ,7,5, , ,3, ,4,1, , , , ,2,2,0
144,16,4,2,1,.5,1,30,1, , ,2,5, , , , , ,47,5, ,3, , ,8, ,3, ,7,4, , ,3, ,8,5, , ,3, ,4,1, , , , ,2,1,0
144,16,4,3,1,.5,1,30,1, , ,2,5, , , , , ,47,5, ,3, , ,8, ,3, ,7,5, , ,3, ,8,5, , ,3, ,4,1, , , , ,2,1,0
144,16,4,4,2,2,1,7,2, , ,2,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,1, , , , ,0,0,0
147,16,4,1,1,1,3,10,1, , ,2,5, , , , , ,46,4, ,2, , ,3, ,3, ,3,2, , ,3, ,7,12, , ,3, ,4,1, , , , ,0,0,0
147,16,4,2,1,.5,3,10,1, , ,2,5, , , , , ,46,4, ,2, , ,4, ,3, ,4,3, , ,3, ,7,12, , ,2, ,4,1, , , , ,0,0,0
147,16,4,3,1,.5,3,10,1, , ,2,5, , , , , ,46,4, ,2, , ,3, ,3, ,4,2, , ,3, ,7,12, , ,3, ,4,6, , , , ,0,0,0
147,16,4,4,2,1,1,10,2, , ,2,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,1, , , , ,0,0,0
150,16,5,1,1,.5,1,6,1, , ,2,5, , , , , ,46,4, ,2, , ,4, ,2, ,10,6, , ,2, ,10,6, , ,2, ,5,1, , , , ,1,1,0
150,16,5,2,1,.5,3,2,1, , ,2,5, , , , , ,46,4, ,2, , ,5, ,2, ,10,6, , ,2, ,10,5, , ,2, ,2,1, , , , ,1,0,0
150,16,5,3,1,.5,3,1,1, , ,2,5, , , , , ,46,5, ,2, , ,7, ,3, ,10,6, , ,3, ,10,5, , ,3, ,1,1, , , , ,0,0,0
150,16,5,4,1,.5,3,3,1, , ,2,5, , , , , ,46,4, ,2, , ,3, ,3, ,10,6, , ,3, ,10,5, , ,3, ,3,1, , , , ,1,1,0
150,16,5,5,2,1,1,5,2, , ,2,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1, , , , ,1,0,0
152,16,3,1,1,1.75,1,34,1, , ,2,5, , , , , ,46,4, ,1, , ,3, ,3, ,7,12, , ,3, ,7,12, , ,3, ,4,1, , , , ,0,1,0
152,16,3,2,1,.25,1,35,1, , ,2,5, , , , , ,46,4, ,1, , ,3, ,3, ,7,2, , ,3, ,7,2, , ,3, ,4,1, , , , ,0,0,0
152,16,3,3,2,2,1,35,2, , ,2,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,6, , , , ,0,1,0
230,15,1,1,1,2,6,32,1, , ,1,2, , , , ,1, ,2, ,3,D9,LB6,30,30,3,3,14,24,14,24,2,2,7,24,7,24,3,3,7,1, , , , ,0,7,0
241,15,1,1,2,2,2,46,1, , ,2,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,1, , , , ,0,0,0
246,15,1,1,1,2,2,15,1, , ,1,2, , , , ,1, ,1, ,1,D9,LB1,15,20,3,3,7,4,5,6,3,3,10,4,10,4,3,3,8,1, , , , ,2,0,0
254,15,3,1,2,3,2,32,1, , ,2,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1, , , , ,2,0,0
254,15,3,2,1,3,2,28,1, , ,1,2, , , , ,1, ,2, ,2,D8,99,30,15,3,3,5,12,5,12,3,3,5,12,5,12,3,3,6,1, , , , ,3,0,0
254,15,3,3,2,2,2,8,2, , ,2,7,8, , , , , , , , , , , , , , , , , , , , , , , , , , ,6,1, , , , ,2,0,1
320,36,1,1,1,2,1,25,1, , ,2,5, , , , , ,93,4, ,3, , ,99, ,4, ,7,5, , ,3, ,7,5, , ,3, ,4,1, , , , ,1,1,0
324,36,2,1,1,1.5,2,13,1, , ,2,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1, , , , ,3,1,0
324,36,2,2,1,.5,2,13,1, , ,2,7,8, , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1, , , , ,1,1,1
325,36,5,1,1,1,1,20,1, , ,2,5, , , , , ,92,6, ,3, , ,3, ,3, ,5,1, , ,3, ,5,1, , ,3, ,5,1, , , , ,1,0,0
325,36,5,2,1,.25,1,20,1, , ,2,5, , , , , ,92,6, ,2, , ,3, ,3, ,5,1, , ,3, ,5,1, , ,3, ,5,1, , , , ,0,0,0
325,36,5,3,1,.25,1,20,1, , ,2,5, , , , , ,92,6, ,2, , ,3, ,3, ,5,1, , ,3, ,5,1, , ,3, ,5,1, , , , ,1,0,0
325,36,5,4,1,.5,3,20,1, , ,2,5, , , , , ,92,6, ,2, , ,3, ,3, ,5,1, , ,3, ,5,1, , ,3, ,5,1, , , , ,1,0,0
325,36,5,5,2,.5,1,15,2, , ,2,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1, , , , ,0,0,0
328,36,4,1,1,.75,1,10,1, , ,2,5, , , , , ,92,2, ,3, , ,99, ,3, ,10,3, , ,3, ,10,3, , ,3, ,5,1, , , , ,1,2,0
328,36,4,2,1,1.25,1,10,1, , ,2,5, , , , , ,98,4, ,3, , ,99, ,3, ,10,5, , ,2, ,10,5, , ,2, ,2,1, , , , ,2,0,0
328,36,4,3,3,.5,1,10,2, , ,1,7,8, , , , , , , , , , , , , , , , , , , , , , , , , , ,10, , , , , ,0,0,1
328,36,4,4,4,2,1,2,2, , ,2,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1, , , , ,0,0,0
339,36,4,1,1,.5,2,8,1, , ,2,5, , , , , ,92,6, ,1, , ,2, ,3, ,4,48, , ,2, ,7,48, , ,2, ,4,1, , , , ,0,1,0
339,36,4,2,1,1,1,8,1, , ,2,5, , , , , ,93,5, ,3, , ,2, ,3, ,6,12, , ,3, ,4,12, , ,3, ,4,1, , , , ,0,0,0
339,36,4,3,1,.5,1,8,1, , ,2,5, , , , , ,92,6, ,1, , ,2, ,3, ,7,8, , ,3, ,4,8, , ,3, ,4,1, , , , ,0,0,0
339,36,4,4,4,1,5,4,2, , ,2,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,1, , , , ,2,0,0
342,36,2,1,1,2,2,28,1, , ,2,5, , , , , ,92,4, ,1, , ,99, ,3, ,6,1, , ,3, ,5,1, , ,3, ,4,1, , , , ,1,0,0
342,36,2,2,4,2,5,5,2, , ,2,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,1, , , , ,0,0,0
349,36,5,1,1,1,2,25,1, , ,2,5, , , , , ,93,6, ,3, , ,99, ,3, ,7,24, , ,3, ,7,24, , ,3, ,4,1, , , , ,2,0,0
349,36,5,2,1,.5,4,2,1, , ,2,5, , , , , ,92,6, ,3, , ,99, ,3, ,5,24, , ,3, ,5,24, , ,3, ,2,6, , , , ,0,0,0
349,36,5,3,1,.25,2,10,1, , ,2,5, , , , , ,95,6, ,3, , ,99, ,3, ,2,2, , ,3, ,2,3, , ,3, ,5,1, , , , ,1,1,0
349,36,5,4,1,.25,2,15,1, , ,2,5, , , , , ,95,6, ,3, , ,99, ,3, ,4,1, , ,3, ,4,1, , ,3, ,5,1, , , , ,1,0,0
349,36,5,5,2,4,2,5,2, , ,2,7,8, , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1, , , , ,1,2,1
350,36,3,1,1,2,1,20,1, , ,2,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,1, , , , ,0,1,0
350,36,3,2,2,2,6,12,2, , ,1,7,8, , , , , , , , , , , , , , , , , , , , , , , , , , ,10, , , , , ,2,0,1
350,36,3,3,1,.5,3,1,1, , ,2,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1, , , , ,0,0,0
403,20,3,1,1,3,8,20,1, , ,2,5, , , , , ,68,7, ,3, , ,15, ,3, ,2,48, , ,3, ,4,48, , ,3, ,3,1,6, , , ,2,3,0
403,20,3,2,1,1,1,2,1, , ,2,11, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,6, , , , ,1,2,0
403,20,3,3,3,1,1,26,2, , ,3,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1, , , , ,2,1,0
417,20,1,1,1,2,1,20,1,2, ,1,7,8, , , , , , , , , , , , , , , , , , , , , , , , , , ,10, , , , , ,4,3,1
428,20,5,1,2,2,6,2,1,2, ,1,7, , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,1, , , , ,0,0,1
428,20,5,2,1,.25,1,4,1, , ,1,5,11, , , , ,69,5, ,2, , ,99,99,4,4,99,99,3,72,3,3,99,99,3,12,2,2,7,1, , , , ,0,0,0
428,20,5,3,1,.5,1,4,1, , ,1,5,11, , , , ,69,5, ,2, , ,99,99,4,4,99,99,3,72,3,3,99,99,3,12,2,2,7,1, , , , ,0,0,0
428,20,5,4,1,.25,1,4,1, , ,1,5,11, , , , ,69,5, ,3, , ,99,99,4,4,99,99,3,72,3,3,99,99,3,12,2,2,5,1, , , , ,3,2,0
428,20,5,5,2,1.5,6,10,2,3, ,1,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1, , , , ,3,2,0
455,19,1,1,1,2,3,5,1, , ,1,3, , , , ,2,61,7, ,3,D1,FC3,15,15,3,3,7,48,7,48,3,3,7,48,7,48,3,3,10, , , , , ,2,2,0
479,19,2,1,1,1.5,1,28,1, , ,1,3, , , , ,2,61,7, ,2,D2,FC8,99,99,3,3,3,36,3,36,2,2,3,36,3,36,3,2,10, , , , , ,2,1,0
479,19,2,2,1,.5,1,28,1, , ,1,3, , , , ,2,61,7, ,3,D2,FC7,99,99,3,3,3,36,3,36,2,2,3,36,3,36,3,2,10, , , , , ,2,1,0
516,23,2,1,1,1,2,30,1, , ,1,4, , , , ,3,71,2, ,1,99,99,14,14,3,3,4,2,3,2,3,3,10,2,9,3,3,3,10, , , , , ,2,1,0
516,23,2,2,1,1,2,30,1, , ,1,4, , , , ,3,71,2, ,1,99,99,14,14,3,3,4,2,3,2,3,3,10,2,9,3,3,3,10, , , , , ,2,1,0
517,23,1,1,1,2,2,12,1, , ,1,4, , , , ,3,71,2, ,2,99,99,2,2,3,3,2,12,2,12,3,3,3,12,3,12,3,3,10, , , , , ,0,5,0
523,23,1,1,1,2,1,65,1, , ,1,4, , , , ,3,73,2, ,2,99,99,25,25,3,3,7,4,7,4,3,3,7,4,7,4,3,3,10, , , , , ,0,2,0
532,23,1,1,1,2,1,4,1, , ,1,4, , , , ,3,71,2, ,3,RB14,99,15,15,2,2,5,15,5,15,2,2,5,24,5,24,3,3,8,6, , , , ,0,3,0
535,23,1,1,1,2,2,30,1, , ,1,4, , , , ,3,71,2, ,2,99,99,14,14,3,3,7,8,7,8,2,2,7,4,7,4,2,2,10, , , , , ,0,4,0
538,23,2,1,1,1,3,3,1, , ,1,4, , , , ,3,71,2, ,1,99,99,15,15,3,3,7,2,4,6,3,3,7,3,4,6,2,2,6,6, , , , ,1,1,0
538,23,2,2,1,1,3,1,1, , ,1,4, , , , ,3,71,2, ,1,99,99,15,15,3,3,7,2,4,6,3,3,7,3,4,6,2,2,2,6, , , , ,0,0,0
539,23,2,1,1,1,1,25,1, , ,1,4, , , , ,3,71,2, ,2,99,99,5,5,3,3,3,6,3,6,3,3,5,8,5,8,3,3,10, , , , , ,3,2,0
