ID,SHENO,HI5,HI6,HI3,HI4_Name,HI4,HI8,HH_Members,HH_U_13,HH_Adult,HH_O_65,HH_C_1,HH_G_1,HH_H_1,HH_J_1,HH_K_1,HH_2_A_01,HH_2_D_01,HH_2_E_01,HH_2_F_01,HH_2_H_01,HH_2_H_X,HAC_3_1,LAN1B_01,LAN1C_01,Total_HA,LAN1D_01,LAN1E_01,LAN1G_01,Season,LAN1H1_01,Major_Irr,LAN1I_01,FAR1A_1,FAR1A_5,Rice_per_acre,FIN2_1,SAT1_1,SAT1_1X,SAT1_2,SAT1_2X,FO_1,FO_2,FO_3,CAES_1,ADP1_A3,ADP1_A4,ADP1_A5,ADP1_A6,ADP1_A7,ADP1_A8,ADP1_A9,ADP1_A10,ADP1_AX1,ADP1_A,ADP1_AX2,ADP1_B1,ADP1_B3,ADP1_B4,ADP1_B5,ADP1_B6,ADP1_B7,ADP1_B8,ADP1_B9,ADP1_B10,ADP1_BX1,ADP1_B,ADP1_BX2,NDP4_1,NDP4_2,NDP4_3,CAP5_1,CAP5_2,CAP5_3,CAP5_4,Adaptive_Cap,CAP1_1,CAP1_2,CAP1_3,Collective_Acts,Personal_Cont,CAP2_1,CAP2_2,CAP2_3,PID1B_1,PID1B_2,PID1B_3,Standardized_SES,Agrowell_Prop,Major_Prop,Minor_Prop,Other_Prop,Rainfed_Prop,Food_Insecurity
330,573,81,32,27/A,HINGURANA PARANI GAMA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,23,1,4,0.25,0.75,0,1,1,95,1,1,1,1,48,2,611,1,1,1,1.25,1.25,2,40,1,1,4,1,3,1.25,64,51.2,1,1,1,2,0,0,1,0,2,1,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,2,3,2,3,2.5,3,3,2,2.666666667,0,1,2,2,3,3,3,0.377947939,0,0,100,0,0,1
331,574,27,102,27/A,HINGURANA PARANI GAMA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,23,1,4,0.25,0.75,0,1,1,96,1,1,1,1,48,3,611,1,1,1,3,4.5,1,30,1,1,4,1,3,4.5,270,60,1,1,1,3,1,0,0,1,2,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,3,3,3,3,3,3,3,3,3,1,1,3,3,4,4,4,1.304196151,0,0,100,0,0,0
332,575,152,53,27/A,HINGURANA PARANI GAMA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,23,1,4,0,1,0,1,1,96,1,1,1,1,50,3,816,2,1,1,1,3,1,25,1,1,4,1,3,3,160,53.33333333,1,1,1,3,1,0,0,1,2,1,0,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,3,3,3,3,3,2,3,3,2.666666667,1,1,3,3,4,4,4,0.349581497,0,0,100,0,0,0
333,576,179,99,27/A,HINGURANA PARANI GAMA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,23,1,6,0,1,0,2,1,96,1,1,1,1,58,3,611,1,1,1,2,6.5,3,1,1,1,4,1,3,4,220,55,1,2,0,1,0,1,0,0,2,1,1,1,0,1,1,0,0,1,1,1,0,1,1,1,0,1,1,0,0,1,1,1,0,1,1,3,3,3,3,3,3,3,3,3,1,1,3,3,4,3,3,0.886356719,0,0,100,0,0,0
334,577,221,84,27/A,HINGURANA PARANI GAMA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,23,1,4,0.25,0.75,0,1,1,95,1,1,1,1,50,3,611,1,1,1,10,15,2,21,1,1,4,1,3,15,569,37.93333333,2,1,1,3,1,0,0,1,1,1,1,1,1,1,1,1,1,1,3,1,2,0,0,0,0,0,1,1,0,1,1,1,1,1,1,4,2,2,4,3,3,3,3,3,2,1,3,3,4,4,4,0.886356719,0,0,100,0,0,1
335,578,185,97,27/A,HINGURANA PARANI GAMA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,23,1,4,0.25,0.5,0.25,1,1,96,1,1,1,1,31,3,751,2,1,1,1,1,1,5,1,1,4,1,3,1,75,75,1,1,1,2,0,0,1,0,2,1,1,1,0,1,1,0,0,1,1,1,0,0,1,1,0,1,1,0,0,1,1,1,0,1,1,3,3,2,2,2.5,3,3,3,3,1,1,3,3,3,3,3,0.377947939,0,0,100,0,0,0
336,579,54,26,27/A,HINGURANA PARANI GAMA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,23,1,5,0.2,0.8,0,2,1,95,1,1,1,1,43,4,611,1,1,1,4,7,2,24,1,1,4,1,3,4,361,90.25,1,1,1,3,1,0,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,2,3,2,3,2.5,3,3,2,2.666666667,1,1,2,2,3,3,4,1.304196151,0,0,57.14285714,0,42.85714286,2
337,580,177,72,27/A,HINGURANA PARANI GAMA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,23,1,4,0,1,0,1,1,96,1,1,1,1,44,4,611,1,1,1,1.5,5.5,2,25,1,1,4,1,3,1.5,160,106.6666667,1,1,1,2,0,0,1,0,2,1,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,3,3,3,4,3.25,3,3,2,2.666666667,1,2,2,2,4,4,4,1.304196151,0,0,100,0,0,0
338,601,132,51,136A/2,SAMAGIPURA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,24,1,4,0.25,0.75,0,1,1,95,1,1,1,1,30,3,611,1,1,1,1.5,2.5,1,7,1,1,5,0,0,1.25,15,12,1,1,1,2,0,0,1,0,2,0,1,1,0,1,1,0,0,1,1,1,0,0,1,1,0,0,1,0,0,1,1,1,1,1,1,4,3,3,4,3.5,4,4,2,3.333333333,2,1,4,3,4,3,3,1.304196151,0,0,60,40,40,5
339,602,69,52,136A/2,SAMAGIPURA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,24,1,3,0.333333333,0.666666667,0,2,1,95,1,1,1,1,35,3,611,1,1,1,1,2.25,3,3,1,1,5,0,0,2,30,15,1,1,1,2,0,0,1,0,2,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,3,3,3,3,3,3,3,3,3,1,2,3,3,4,3,3,-0.762409926,0,0,44.44444444,44.44444444,55.55555556,1
340,603,86,32,136A/2,SAMAGIPURA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,24,1,4,0.5,0.5,0,2,1,95,1,1,1,1,42,6,243,2,1,1,2,7.5,1,17,1,1,5,0,0,4.5,548,121.7777778,1,1,1,3,1,0,0,1,2,1,1,1,0,1,1,1,0,1,1,1,2,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,3,3,2,2.25,3,4,2,3,3,1,3,3,4,4,4,0.76742093,0,0,60,40,0,2
341,604,71,27,136A/2,SAMAGIPURA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,24,2,6,0.166666667,0.833333333,0,2,1,96,1,1,1,1,49,2,712,2,1,1,1,1.5,1,15,1,1,5,0,0,1,85,85,1,1,1,3,1,0,0,1,2,1,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,2,3,3,2,2.5,3,3,2,2.666666667,2,1,3,2,3,3,3,-0.033235221,0,0,66.66666667,0,33.33333333,2
342,605,89,33,136A/2,SAMAGIPURA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,24,1,4,0,1,0,2,1,97,1,1,1,2,45,3,611,1,1,1,2,3,1,33,1,1,5,0,0,2,190,95,1,1,1,3,1,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,2,2,2,2,2,3,3,3,3,2,1,2,2,4,4,4,-1.407333386,0,0,66.66666667,0,33.33333333,4
343,606,9,4,136A/2,SAMAGIPURA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,24,2,4,0.25,0.75,0,1,1,95,1,1,1,1,51,3,541,2,1,1,0.5,5.5,1,35,1,1,5,0,0,0.5,58,116,1,1,1,3,1,0,0,1,2,1,1,1,0,1,1,1,0,1,1,1,0,0,0,1,0,0,1,1,0,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,4,-2.840872719,0,0,9.090909091,0,90.90909091,5
344,607,15,7,136A/2,SAMAGIPURA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,24,1,5,0.4,0.6,0,2,1,97,1,1,1,1,39,3,31,2,1,1,1,5,1,15,1,1,5,0,0,1,122,122,1,1,1,3,1,0,0,1,2,0,1,1,1,1,1,1,0,1,2,1,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,3,3,3,3,3,3,3,2,2.666666667,3,1,3,2,4,1,4,-0.762409926,0,0,20,0,80,1
345,608,77,29,136A/2,SAMAGIPURA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,24,1,4,0.5,0.5,0,2,1,96,1,1,1,1,35,3,611,1,1,1,3,5,3,2,1,1,5,0,0,3,244,81.33333333,1,1,1,3,1,0,0,1,2,1,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,2,2,2,2,2,3,3,2,2.666666667,2,1,3,3,3,3,3,-1.145226645,0,0,60,0,40,1
346,609,6,3,136A/2,SAMAGIPURA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,24,1,4,0,1,0,2,1,96,1,1,1,1,60,3,611,1,1,1,1,3,1,20,1,1,5,0,0,1,32,32,2,1,1,3,1,0,0,1,2,1,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,3,2,2,2,2.25,3,3,2,2.666666667,1,1,2,2,3,3,3,0.377947939,0,0,33.33333333,0,66.66666667,5
347,610,58,23,136A/2,SAMAGIPURA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,24,1,4,0.5,0.5,0,2,1,96,1,1,1,1,47,3,31,2,1,1,1.5,2.5,3,17,1,1,5,0,0,1.5,102,68,1,1,1,3,1,0,0,1,2,1,1,1,0,1,1,1,0,1,1,1,0,0,0,1,0,0,1,1,0,1,1,1,1,1,1,3,2,2,3,2.5,3,3,3,3,2,1,3,3,4,4,4,-1.854473356,0,0,60,0,40,1
348,611,80,30,136A/2,SAMAGIPURA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,24,2,5,0.2,0.8,0,2,1,96,1,1,1,1,60,2,611,1,1,1,1.75,3.75,3,1,1,1,5,0,0,1.75,120,68.57142857,2,1,1,3,1,0,0,1,2,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,2,2,2,2,2,2,3,2,2.333333333,2,1,2,2,3,1,3,-2.237290075,0,0,46.66666667,0,53.33333333,5
349,612,107,38,136A/2,SAMAGIPURA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,24,1,3,0,1,0,2,1,97,1,1,1,1,60,3,611,1,1,1,1,3.75,3,2,1,1,5,0,0,1,110,110,2,1,1,3,1,0,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,1,1,0,1,1,1,0,1,1,1,0,1,1,3,3,2,3,2.75,3,3,3,3,3,1,4,4,4,4,3,-0.033235221,0,0,26.66666667,0,73.33333333,5
350,613,92,34,136A/2,SAMAGIPURA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,24,1,2,0,0.5,0.5,2,1,97,1,1,1,2,72,2,611,1,1,1,1,3,1,20,1,1,5,0,0,1,73,73,2,1,1,3,1,0,0,1,2,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,2,2,1.75,3,3,3,3,2,1,3,3,3,3,3,-0.775384299,0,0,33.33333333,0,66.66666667,1
351,614,11,5,136A/2,SAMAGIPURA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,24,1,5,0.4,0.6,0,1,1,96,1,1,1,1,37,3,611,1,1,1,1.5,3.5,1,10,1,1,5,0,0,1.5,98,65.33333333,2,1,1,3,1,0,0,1,1,1,1,1,1,1,1,1,0,1,2,1,0,0,1,1,0,0,1,1,0,1,1,1,1,1,1,3,3,2,3,2.75,2,2,2,2,1,2,2,2,4,3,4,-1.145226645,0,0,42.85714286,0,57.14285714,5
352,615,147,49,136A/2,SAMAGIPURA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,24,2,6,0.166666667,0.666666667,0.166666667,2,1,95,1,1,1,1,65,2,611,1,1,1,2,6,1,25,1,1,5,0,0,4,341,85.25,1,1,1,3,1,0,0,1,2,1,1,1,0,1,1,1,0,1,1,1,0,0,0,1,0,0,1,1,0,1,1,1,1,0,1,3,2,3,3,2.75,3,3,2,2.666666667,2,1,2,2,3,3,3,0.377947939,0,0,66.66666667,0,33.33333333,2
353,616,19,9,136A/2,SAMAGIPURA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,24,1,4,0,1,0,2,1,96,1,1,1,2,53,2,611,1,1,1,3,5,1,32,1,1,5,0,0,3,146,48.66666667,2,1,1,3,1,0,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,1,0,0,1,1,0,1,1,1,0,1,1,2,2,2,2,2,2,2,1,1.666666667,2,2,3,2,3,3,3,-0.541644,0,0,60,0,40,1
354,617,38,17,136A/2,SAMAGIPURA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,24,1,4,0,0.75,0.25,2,1,95,1,1,1,1,65,4,611,1,1,1,1.5,4.5,8,37,1,1,5,0,0,99,0,0,1,1,1,2,0,0,1,0,2,0,1,1,1,1,0,0,0,1,1,1,2,0,1,0,0,1,0,0,0,1,0,0,1,1,1,3,3,3,3,3,4,4,4,4,3,1,4,4,4,4,4,0.377947939,0,0,100,0,0,1
355,618,124,43,136A/2,SAMAGIPURA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,24,1,4,0,1,0,2,1,95,1,1,1,1,48,1,611,1,1,1,2,7,1,20,4,2,8,0,0,5.5,75,13.63636364,1,1,1,3,1,0,0,1,2,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,2,1,2,1.75,3,3,3,3,1,2,3,3,1,3,3,0.377947939,0,0,0,0,100,3
356,619,121,42,136A/2,SAMAGIPURA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,24,1,5,0,1,0,2,1,95,1,1,1,1,52,3,611,1,1,1,2,8,3,5,1,1,5,0,0,5,200,40,1,1,1,3,1,0,0,1,2,0,1,1,1,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,3,2,2,2,2.25,3,3,3,3,2,1,3,2,1,1,1,0.886356719,31.25,0,37.5,0,62.5,3
357,620,150,56,136A/2,SAMAGIPURA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,24,1,5,0.4,0.6,0,1,1,96,1,1,1,1,37,3,611,1,1,1,3,4.5,3,2,1,1,5,0,0,3,475,158.3333333,2,1,1,3,1,0,0,1,1,1,1,1,1,1,1,1,0,1,2,1,0,0,1,1,0,0,1,1,0,1,1,1,1,1,1,3,3,2,3,2.75,3,3,2,2.666666667,1,1,2,3,4,1,4,-1.532925447,0,0,66.66666667,0,33.33333333,4
358,621,17,8,136A/2,SAMAGIPURA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,24,1,3,0.333333333,0.666666667,0,1,1,96,1,1,1,1,35,3,611,1,1,1,5,8,3,3,1,1,5,0,0,5,400,80,1,1,1,3,1,0,0,1,2,0,1,1,0,1,1,1,0,1,1,1,0,0,1,1,0,0,1,1,0,1,1,1,1,1,1,4,4,3,3,3.5,2,2,1,1.666666667,3,1,3,3,4,1,4,-0.225634705,0,0,62.5,0,37.5,2
359,622,145,55,136A/2,SAMAGIPURA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,24,1,6,0,1,0,2,1,95,1,1,1,1,47,2,611,1,1,1,1,4.5,3,8,1,1,5,0,0,4.5,363,80.66666667,1,1,1,3,1,0,0,1,2,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,3,3,2,2.666666667,1,2,3,2,3,3,3,-0.225634705,0,0,44.44444444,0,55.55555556,5
360,623,1,1,136A/2,SAMAGIPURA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,24,1,7,0,1,0,1,1,96,1,1,1,1,57,2,611,1,1,1,2,6,1,24,1,1,5,0,0,2,222,111,1,1,1,3,1,0,0,1,2,1,1,1,0,1,1,1,0,1,1,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,1,2,2,2,2,2,3,3,3,3,2,1,2,2,4,3,3,0.886356719,0,0,33.33333333,0,66.66666667,2
361,624,62,24,136A/2,SAMAGIPURA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,24,1,8,0.25,0.75,0,2,1,96,1,1,1,2,37,3,611,1,1,1,0.75,2.25,1,4,1,1,5,0,0,0.75,90,120,1,1,1,3,1,0,0,1,2,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,2,3,3,2,2.5,3,3,3,3,3,2,2,3,3,3,4,-0.004868779,0,0,33.33333333,0,66.66666667,3
362,625,21,10,136A/2,SAMAGIPURA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,24,2,4,0.5,0.5,0,2,1,96,1,1,1,1,48,3,611,1,1,1,0.5,2.5,1,11,1,1,5,0,0,0.5,78,156,1,1,1,3,1,0,0,1,2,1,1,1,0,1,1,1,0,1,1,1,0,0,1,1,0,0,1,1,0,1,1,1,1,1,1,2,3,1,2,2,3,3,1,2.333333333,1,2,1,2,3,3,1,-0.762409926,0,0,20,0,80,5
363,626,23,11,136A/2,SAMAGIPURA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,24,1,1,0,1,0,2,1,98,1,1,1,2,59,1,611,1,1,1,0.5,0.5,1,15,1,1,5,0,0,0.5,24,48,1,1,1,3,1,0,0,1,2,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,2,2,2,2,2,3,3,2,2.666666667,2,1,3,3,4,3,3,-0.158827282,0,0,100,0,0,1
364,627,29,14,136A/2,SAMAGIPURA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,24,1,3,0,1,0,2,1,95,1,1,1,1,49,3,611,1,1,1,2,8.5,2,32,1,1,5,0,0,5,160,32,1,1,1,3,1,0,0,1,2,1,0,0,0,1,1,1,0,1,1,1,0,1,0,0,0,1,1,1,0,1,1,1,0,0,0,3,3,2,3,2.75,4,4,1,3,1,1,3,3,4,4,4,-2.237290075,0,0,23.52941176,0,76.47058824,4
365,628,65,25,136A/2,SAMAGIPURA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,24,1,4,0.5,0.5,0,1,1,95,1,1,1,1,28,3,611,1,1,1,1,3.5,3,1,1,1,5,0,0,2.5,120,48,1,1,1,3,1,0,0,1,2,1,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,1,1,3,3,1,2,2.25,4,4,1,3,2,1,3,3,1,1,1,-1.083957836,0,0,71.42857143,0,28.57142857,3
366,629,14,53,136A/2,SAMAGIPURA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,24,1,5,0.4,0.6,0,1,1,95,1,1,1,1,36,3,611,1,1,1,1,3,1,16,1,1,5,0,0,2,90,45,1,1,1,3,1,0,0,1,2,1,1,1,1,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,3,3,2,3,2.75,3,3,2,2.666666667,2,2,3,3,3,3,3,-0.541644,0,0,66.66666667,0,33.33333333,0
367,630,83,31,136A/2,SAMAGIPURA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,24,1,6,0,1,0,2,1,96,1,1,1,1,60,3,611,1,1,2,1.5,6.5,1,23,1,1,8,0,0,3,358,119.3333333,1,1,1,3,1,0,0,1,2,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,1,1,0,1,1,1,1,1,1,3,3,3,3,3,3,4,2,3,2,1,3,3,3,3,4,0.377947939,0,0,23.07692308,0,76.92307692,2
368,631,25,12,136A/2,SAMAGIPURA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,24,1,4,0,1,0,2,1,95,1,1,1,1,50,1,611,1,1,1,2,2,2,10,1,1,5,0,0,1.5,30,20,2,1,1,2,0,0,1,0,2,1,0,1,0,1,1,0,0,1,1,1,0,1,0,1,0,1,1,0,0,1,1,1,1,1,1,2,3,1,3,2.25,4,3,1,2.666666667,1,2,2,3,4,1,4,-0.158827282,0,0,100,0,0,3
369,632,4,2,136A/2,SAMAGIPURA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,24,1,5,0.4,0.6,0,2,1,95,1,1,1,1,39,3,11,2,1,1,1.5,3.5,1,18,1,1,5,0,0,1.5,110,73.33333333,1,1,1,3,1,0,0,1,2,1,1,1,1,1,0,0,0,1,1,1,2,0,1,0,0,0,0,0,0,0,0,0,1,1,1,3,3,3,4,3.25,3,3,2,2.666666667,3,1,2,2,4,3,4,0.795787372,0,0,42.85714286,0,57.14285714,2
370,633,117,41,136A/2,SAMAGIPURA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,24,1,5,0,1,0,2,1,95,1,1,1,1,44,1,611,1,1,2,6,7,1,20,2,2,8,0,0,4,120,30,1,1,1,2,0,0,1,0,2,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,1,1,3,3,3,3,3,3,3,3,3,2,1,3,3,3,1,3,-0.158827282,0,0,0,0,100,1
371,634,41,18,136A/2,SAMAGIPURA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,24,1,4,0.25,0.75,0,2,1,97,1,1,1,1,49,4,611,1,1,1,2,7,1,25,1,1,5,0,0,5,300,60,1,1,1,2,0,0,1,0,1,1,1,1,0,0,1,0,0,1,1,1,0,1,0,1,0,0,1,0,0,1,1,1,0,0,1,3,3,3,3,3,3,3,3,3,1,1,3,3,4,4,4,0.886356719,0,0,28.57142857,0,71.42857143,0
372,635,74,28,136A/2,SAMAGIPURA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,24,1,4,0,1,0,2,1,96,1,1,1,1,50,2,611,1,1,2,3,13,3,1,1,1,8,0,0,9,240,26.66666667,1,1,1,3,1,0,0,1,2,0,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,2,3,3,2,2.5,3,3,2,2.666666667,1,2,2,2,1,1,3,0.349581497,0,0,46.15384615,0,53.84615385,4
